instruction : push / register data :R0 = 0x0, R1 = 0x0, R2 = 0x0, R3 = 0x0, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x0, IP = 0x0, SP = 0x80000000, LR = 0x0, PC = 0x8514, CPSR = 0x400001d3 / modified register : ['sp'] / memory data : \x0\x48
instruction : sub / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x7fffff5c, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x0, SP = 0x7fffff48, LR = 0x8570, PC = 0x86c4, CPSR = 0x600001d3 / modified register : ['ip'] / memory data : \x10\xc0
instruction : bic / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x7fffff5c, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6c, SP = 0x7fffff48, LR = 0x8570, PC = 0x86c8, CPSR = 0x600001d3 / modified register : ['r3'] / memory data : \xf\x30
instruction : push / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x60, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6c, SP = 0x7fffff48, LR = 0x8570, PC = 0x86cc, CPSR = 0x600001d3 / modified register : ['sp'] / memory data : \xf0\x41
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x60, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x0, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6c, SP = 0x7fffff30, LR = 0x8570, PC = 0x86d0, CPSR = 0x600001d3 / modified register : ['r8'] / memory data : \x20\x80
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x60, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x8d3c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6c, SP = 0x7fffff30, LR = 0x8570, PC = 0x86d4, CPSR = 0x600001d3 / modified register : ['r8'] / memory data : \x3\x80
instruction : lsr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x60, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6c, SP = 0x7fffff30, LR = 0x8570, PC = 0x86d8, CPSR = 0x600001d3 / modified register : ['ip'] / memory data : \x2c\xc2
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x60, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x8570, PC = 0x86dc, CPSR = 0x600001d3 / modified register : ['r3'] / memory data : \x10\x30
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d2c, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x8570, PC = 0x86e0, CPSR = 0x600001d3 / modified register : ['lr'] / memory data : \x10\xe0
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d2c, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86e4, CPSR = 0x600001d3 / modified register : ['r7'] / memory data : \x10\x70
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d2c, R4 = 0x0, R5 = 0x0, R6 = 0x0, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86e8, CPSR = 0x600001d3 / modified register : ['r6'] / memory data : \xc\x60
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d2c, R4 = 0x0, R5 = 0x0, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86ec, CPSR = 0x600001d3 / modified register : ['r5'] / memory data : \x8\x50
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d2c, R4 = 0x0, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86f0, CPSR = 0x600001d3 / modified register : ['r4'] / memory data : \x4\x40
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d2c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86f4, CPSR = 0x600001d3 / modified register : ['r3'] / memory data : \x10\x30
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86f8, CPSR = 0x600001d3 / modified register : ['cpsr'] / memory data : \x8\x0
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x86fc, CPSR = 0x800001d3 / modified register : [] / memory data : \x10\x70
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x8700, CPSR = 0x800001d3 / modified register : [] / memory data : \xc\x60
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x8704, CPSR = 0x800001d3 / modified register : [] / memory data : \x8\x50
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x8708, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\x40
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff64, PC = 0x870c, CPSR = 0x800001d3 / modified register : ['lr'] / memory data : \x10\xe0
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x8710, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \xf3\xff
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x0, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86e4, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x10\x70
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x1, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86e8, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \xc\x60
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x3, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86ec, CPSR = 0x800001d3 / modified register : ['r5'] / memory data : \x8\x50
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x79, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86f0, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x4\x40
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d3c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x86fc, CPSR = 0x800001d3 / modified register : [] / memory data : \x10\x70
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x8700, CPSR = 0x800001d3 / modified register : [] / memory data : \xc\x60
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x8704, CPSR = 0x800001d3 / modified register : [] / memory data : \x8\x50
instruction : str / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x8708, CPSR = 0x800001d3 / modified register : [] / memory data : \x4\x40
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff74, PC = 0x870c, CPSR = 0x800001d3 / modified register : ['lr'] / memory data : \x10\xe0
instruction : bne / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x8710, CPSR = 0x800001d3 / modified register : ['pc'] / memory data : \xf3\xff
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x44, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86e4, CPSR = 0x800001d3 / modified register : ['r7'] / memory data : \x10\x70
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x5, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86e8, CPSR = 0x800001d3 / modified register : ['r6'] / memory data : \xc\x60
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x20, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86ec, CPSR = 0x800001d3 / modified register : ['r5'] / memory data : \x8\x50
instruction : ldr / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x10, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86f0, CPSR = 0x800001d3 / modified register : ['r4'] / memory data : \x4\x40
instruction : add / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d4c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86f4, CPSR = 0x800001d3 / modified register : ['r3'] / memory data : \x10\x30
instruction : cmp / register data :R0 = 0x7fffff54, R1 = 0x8d1c, R2 = 0x7c, R3 = 0x8d5c, R4 = 0x3, R5 = 0x7, R6 = 0x30, R7 = 0x35, R8 = 0x8d9c, R9 = 0x0, R10 = 0x0, FP = 0x7ffffffc, IP = 0x6, SP = 0x7fffff30, LR = 0x7fffff84, PC = 0x86f8, CPSR = 0x800001d3 / modified register : ['cpsr'] / memory data : \x8\x0
